SUBPROG_COLLECTION,COUNTRY,SUBPROG,AREA,INST,SCODE,MEDIUM,LISTMED,LEVEL,YYYYMM,SPOOL,SUBST,LISTSUB,PRETRE,DETER,VALUE,UNIT,FLAGQUA,FLAGSTA
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201606,1,NO3N,DB,,IC,0.72,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201606,1,NTOT,DB,,IC,2.867,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201606,1,PH,DB,,TIE,4.7,,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201606,1,PTOT,DB,,SP,0.002,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201606,1,SO4S,DB,,IC,0.63,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201607,1,CA,DB,,AAF,0.22,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201607,1,CL,DB,,IC,0.25,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201607,1,COND,DB,,CN,1.35,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201607,1,DOC,DB,,,9.5,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201607,1,K,DB,,AAF,0.1,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201607,1,MG,DB,,AAF,0.05,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201607,1,,DB,,AAF,0.27,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201607,1,NH4N,DB,,SP,0.26,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201607,1,NO3N,DB,,IC,0.25,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201607,1,NTOT,DB,,IC,0.697,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201607,1,PH,DB,,TIE,4.8,,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201607,1,PREC,DB,,,63,mm,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201607,1,PTOT,DB,,SP,0.002,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201607,1,SO4S,DB,,IC,0.22,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201608,1,CA,DB,,AAF,0.09,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201608,1,CL,DB,,IC,0.2,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201608,1,COND,DB,,CN,1.09,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201608,1,DOC,DB,,,1.8,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201608,1,K,DB,,AAF,0.29,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201608,1,MG,DB,,AAF,0.07,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201608,1,,DB,,AAF,0.66,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201608,1,NH4N,DB,,SP,0.29,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201608,1,NO3N,DB,,IC,0.2,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201608,1,NTOT,DB,,IC,0.804,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201608,1,PH,DB,,TIE,5.5,,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201608,1,PREC,DB,,,92,mm,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201608,1,PTOT,DB,,SP,0.056,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201608,1,SO4S,DB,,IC,0.2,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201609,1,CA,DB,,AAF,0.45,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201609,1,CL,DB,,IC,0.38,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201609,1,COND,DB,,CN,2.56,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201609,1,DOC,DB,,,14.3,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201609,1,K,DB,,AAF,0.13,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201609,1,MG,DB,,AAF,0.21,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201609,1,,DB,,AAF,1.53,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201609,1,NH4N,DB,,SP,0.35,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201609,1,NO3N,DB,,IC,0.38,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201609,1,NTOT,DB,,IC,1.314,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201609,1,PH,DB,,TIE,4.7,,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201609,1,PREC,DB,,,16,mm,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201609,1,PTOT,DB,,SP,0.002,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201609,1,SO4S,DB,,IC,0.31,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201610,1,CA,DB,,AAF,0.15,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201610,1,CL,DB,,IC,0.21,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201610,1,COND,DB,,CN,1.36,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201610,1,DOC,DB,,,6.1,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201610,1,K,DB,,AAF,0.03,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201610,1,MG,DB,,AAF,0.04,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201610,1,,DB,,AAF,0.23,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201610,1,NH4N,DB,,SP,0.15,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201610,1,NO3N,DB,,IC,0.21,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201610,1,NTOT,DB,,IC,0.486,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201610,1,PH,DB,,TIE,4.8,,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201610,1,PREC,DB,,,49,mm,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201610,1,PTOT,DB,,SP,0.002,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201610,1,SO4S,DB,,IC,0.26,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201611,1,CA,DB,,AAF,0.11,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201611,1,CL,DB,,IC,0.24,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201611,1,COND,DB,,CN,1.1,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201611,1,DOC,DB,,,3.7,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201611,1,K,DB,,AAF,0.03,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201611,1,MG,DB,,AAF,0.04,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201611,1,,DB,,AAF,0.29,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201611,1,NH4N,DB,,SP,0.11,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201611,1,NO3N,DB,,IC,0.24,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201611,1,NTOT,DB,,IC,0.338,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201611,1,PH,DB,,TIE,4.9,,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201611,1,PREC,DB,,,59,mm,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201611,1,PTOT,DB,,SP,0.002,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201611,1,SO4S,DB,,IC,0.12,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201612,1,CA,DB,,AAF,0.21,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201612,1,CL,DB,,IC,0.37,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201612,1,COND,DB,,CN,1.99,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201612,1,DOC,DB,,,3.7,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201612,1,K,DB,,AAF,0.07,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201612,1,MG,DB,,AAF,0.19,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201612,1,,DB,,AAF,1.54,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201612,1,NH4N,DB,,SP,0.19,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201612,1,NO3N,DB,,IC,0.37,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201612,1,NTOT,DB,,IC,0.653,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201612,1,PH,DB,,TIE,4.7,,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201612,1,PREC,DB,,,41,mm,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201612,1,SO4S,DB,,IC,0.27,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201701,1,CA,DB,,AAF,0.165,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201701,1,CL,DB,,IC,2.693,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201701,1,COND,DB,,CN,1.62,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201701,1,DOC,DB,,,1.263,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201701,1,K,DB,,AAF,0.052,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201701,1,MG,DB,,AAF,0.194,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201701,1,,DB,,AAF,1.298,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201701,1,NH4N,DB,,SP,0.117,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201701,1,NO3N,DB,,IC,0.133,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201701,1,NTOT,DB,,IC,0.233,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201701,1,PH,DB,,TIE,5.23,,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201701,1,PREC,DB,,,42.5966,mm,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201701,1,PTOT,DB,,SP,0.0015,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201701,1,SO4S,DB,,IC,0.196,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201702,1,CA,DB,,AAF,0.297,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201702,1,CL,DB,,IC,3.732,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201702,1,COND,DB,,CN,2.88,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201702,1,DOC,DB,,,2.803,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201702,1,K,DB,,AAF,0.103,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201702,1,MG,DB,,AAF,0.228,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201702,1,,DB,,AAF,1.827,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201702,1,NH4N,DB,,SP,0.299,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201702,1,NO3N,DB,,IC,0.34,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201702,1,NTOT,DB,,IC,0.76,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201702,1,PH,DB,,TIE,4.7,,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201702,1,PREC,DB,,,30.1391,mm,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201702,1,PTOT,DB,,SP,0.132,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201702,1,SO4S,DB,,IC,0.419,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201703,1,CA,DB,,AAF,0.347,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201703,1,CL,DB,,IC,3.028,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201703,1,COND,DB,,CN,2.55,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201703,1,DOC,DB,,,2.936,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201703,1,K,DB,,AAF,0.079,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201703,1,MG,DB,,AAF,0.202,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201703,1,,DB,,AAF,1.593,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201703,1,NH4N,DB,,SP,0.502,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201703,1,NO3N,DB,,IC,0.603,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201703,1,NTOT,DB,,IC,1.216,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201703,1,PH,DB,,TIE,4.91,,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201703,1,PREC,DB,,,31.7465,mm,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201703,1,PTOT,DB,,SP,0.016,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201703,1,SO4S,DB,,IC,0.385,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201704,1,CA,DB,,AAF,0.227,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201704,1,CL,DB,,IC,1.462,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201704,1,COND,DB,,CN,1.27,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201704,1,DOC,DB,,,2.89,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201704,1,K,DB,,AAF,0.07,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201704,1,MG,DB,,AAF,0.108,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201704,1,,DB,,AAF,0.896,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201704,1,NH4N,DB,,SP,0.294,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201704,1,NO3N,DB,,IC,0.274,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201704,1,NTOT,DB,,IC,0.646,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201704,1,PH,DB,,TIE,5.34,,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201704,1,PREC,DB,,,32.5502,mm,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201704,1,PTOT,DB,,SP,0.0015,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201704,1,SO4S,DB,,IC,0.173,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201705,1,CA,DB,,AAF,1.461,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201705,1,CL,DB,,IC,1.329,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201705,1,COND,DB,,CN,4.11,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201705,1,K,DB,,AAF,4.201,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201705,1,MG,DB,,AAF,0.667,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201705,1,,DB,,AAF,1.667,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201705,1,NH4N,DB,,SP,2.574,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201705,1,NO3N,DB,,IC,1.637,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201705,1,NTOT,DB,,IC,5.0824,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201705,1,PH,DB,,TIE,6.42,,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201705,1,PREC,DB,,,2.7728,mm,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201705,1,PTOT,DB,,SP,0.146,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201705,1,SO4S,DB,,IC,1.043,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201706,1,CA,DB,,AAF,0.157,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201706,1,CL,DB,,IC,0.557,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201706,1,COND,DB,,CN,1.09,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201706,1,DOC,DB,,,5.334,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201706,1,K,DB,,AAF,0.06,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201706,1,MG,DB,,AAF,0.052,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201706,1,,DB,,AAF,0.362,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201706,1,NH4N,DB,,SP,0.317,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201706,1,NO3N,DB,,IC,0.215,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201706,1,NTOT,DB,,IC,0.667,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201706,1,PH,DB,,TIE,5.12,,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201706,1,PREC,DB,,,96.847,mm,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201706,1,PTOT,DB,,SP,0.0015,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201706,1,SO4S,DB,,IC,0.2,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201707,1,CA,DB,,AAF,0.243,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201707,1,CL,DB,,IC,0.611,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201707,1,COND,DB,,CN,1.02,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201707,1,DOC,DB,,,7.034,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201707,1,K,DB,,AAF,0.098,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201707,1,MG,DB,,AAF,0.068,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201707,1,,DB,,AAF,0.331,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201707,1,NH4N,DB,,SP,0.209,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201707,1,NO3N,DB,,IC,0.164,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201707,1,NTOT,DB,,IC,0.528,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201707,1,PH,DB,,TIE,5.12,,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201707,1,PREC,DB,,,36.5688,mm,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201707,1,PTOT,DB,,SP,0.005,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201707,1,SO4S,DB,,IC,0.166,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201708,1,CA,DB,,AAF,0.119,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201708,1,CL,DB,,IC,0.771,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201708,1,COND,DB,,CN,0.8,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201708,1,DOC,DB,,,1.928,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201708,1,K,DB,,AAF,0.191,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201708,1,MG,DB,,AAF,0.044,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201708,1,,DB,,AAF,0.449,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201708,1,NH4N,DB,,SP,0.185,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201708,1,NO3N,DB,,IC,0.184,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201708,1,NTOT,DB,,IC,0.64,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201708,1,PH,DB,,TIE,5.72,,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201708,1,PREC,DB,,,84.7914,mm,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201708,1,PTOT,DB,,SP,0.0015,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201708,1,SO4S,DB,,IC,0.135,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201709,1,CA,DB,,AAF,0.156,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201709,1,CL,DB,,IC,0.221,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201709,1,COND,DB,,CN,0.81,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201709,1,DOC,DB,,,3.664,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201709,1,K,DB,,AAF,0.034,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201709,1,MG,DB,,AAF,0.027,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201709,1,,DB,,AAF,0.117,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201709,1,NH4N,DB,,SP,0.246,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201709,1,NO3N,DB,,IC,0.202,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201709,1,NTOT,DB,,IC,0.578,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201709,1,PH,DB,,TIE,5.1,,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201709,1,PREC,DB,,,100.866,mm,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201709,1,PTOT,DB,,SP,0.0015,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201709,1,SO4S,DB,,IC,0.15,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201710,1,CA,DB,,AAF,0.128,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201710,1,CL,DB,,IC,1.25,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201710,1,COND,DB,,CN,1.06,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201710,1,DOC,DB,,,2.402,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201710,1,K,DB,,AAF,0.035,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201710,1,MG,DB,,AAF,0.082,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201710,1,,DB,,AAF,0.625,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201710,1,NH4N,DB,,SP,0.099,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201710,1,NO3N,DB,,IC,0.12,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201710,1,NTOT,DB,,IC,0.22,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201710,1,PH,DB,,TIE,5.07,,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201710,1,PREC,DB,,,52.643,mm,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201710,1,PTOT,DB,,SP,0.006,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201710,1,SO4S,DB,,IC,0.126,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201711,1,CA,DB,,AAF,0.142,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201711,1,CL,DB,,IC,1.918,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201711,1,COND,DB,,CN,1.54,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201711,1,DOC,DB,,,2.719,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201711,1,K,DB,,AAF,0.061,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201711,1,MG,DB,,AAF,0.137,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201711,1,,DB,,AAF,1.064,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201711,1,NH4N,DB,,SP,0.112,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201711,1,NO3N,DB,,IC,0.159,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201711,1,NTOT,DB,,IC,0.365,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201711,1,PH,DB,,TIE,4.97,,,
