SUBPROG_COLLECTION,COUNTRY,SUBPROG,AREA,INST,SCODE,MEDIUM,LISTMED,LEVEL,YYYYMM,SPOOL,SUBST,LISTSUB,PRETRE,DETER,VALUE,UNIT,FLAGQUA,FLAGSTA
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201711,1,PREC,DB,,,88.0062,mm,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201711,1,PTOT,DB,,SP,0.009,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201711,1,SO4S,DB,,IC,0.168,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201712,1,CA,DB,,AAF,0.084,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201712,1,CL,DB,,IC,1.055,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201712,1,COND,DB,,CN,1.12,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201712,1,DOC,DB,,,1.348,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201712,1,K,DB,,AAF,0.045,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201712,1,MG,DB,,AAF,0.082,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201712,1,,DB,,AAF,0.567,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201712,1,NH4N,DB,,SP,0.083,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201712,1,NO3N,DB,,IC,0.192,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201712,1,NTOT,DB,,IC,0.292,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201712,1,PH,DB,,TIE,4.94,,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201712,1,PREC,DB,,,172.798,mm,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201712,1,PTOT,DB,,SP,0.007,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201712,1,SO4S,DB,,IC,0.116,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,AL,DB,,PLM,0.0486,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,AS,DB,,PLM,0.082,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,CA,DB,,AAF,0.267,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,CD,DB,,PLM,0.0182,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,CL,DB,,IC,2.008,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,CO,DB,,PLM,0.048,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,COND,DB,,CN,1.68,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,CR,DB,,PLM,0.128,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,CU,DB,,PLM,0.323,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,DOC,DB,,,1.366,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,FE,DB,,PLM,0.0267,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,HG,DB,,AFC,3.5,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,HGM,DB,,AFC,220,ng/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,K,DB,,AAF,0.07,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,MG,DB,,AAF,0.139,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,MN,DB,,PLM,0.0036,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,MO,DB,,PLM,0.01,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,,DB,,AAF,1.018,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,NH4N,DB,,SP,0.186,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,NI,DB,,PLM,0.111,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,NO3N,DB,,IC,0.282,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,NTOT,DB,,IC,0.56,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,PB,DB,,PLM,0.414,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,PH,DB,,TIE,4.97,,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,PREC,DB,,,61.0819,mm,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,PTOT,DB,,SP,0.005,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,SE,DB,,PLM,0.08,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,SO4S,DB,,IC,0.29,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,V,DB,,PLM,0.158,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201801,1,ZN,DB,,PLM,2.81,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,AL,DB,,PLM,0.0073,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,AS,DB,,PLM,0.159,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,CA,DB,,AAF,0.0808,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,CD,DB,,PLM,0.0379,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,CL,DB,,IC,0.808,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,CO,DB,,PLM,0.023,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,COND,DB,,CN,0.8,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,CR,DB,,PLM,0.16,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,CU,DB,,PLM,1.67,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,DOC,DB,,,1,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,FE,DB,,PLM,0.0101,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,HG,DB,,AFC,2.4,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,HGM,DB,,AFC,30,ng/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,K,DB,,AAF,0.0205,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,MG,DB,,AAF,0.0382,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,MN,DB,,PLM,0.0034,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,MO,DB,,PLM,0.02,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,,DB,,AAF,0.2817,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,NH4N,DB,,SP,0.257,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,NI,DB,,PLM,0.424,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,NO3N,DB,,IC,0.166,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,NTOT,DB,,IC,0.425,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,PB,DB,,PLM,2.75,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,PH,DB,,TIE,5.37,,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,PREC,DB,,,7.2736,mm,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,PTOT,DB,,SP,0.0015,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,SE,DB,,PLM,0.19,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,SO4S,DB,,IC,0.075,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,V,DB,,PLM,0.147,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201802,1,ZN,DB,,PLM,14.5,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,AL,DB,,PLM,0.0211,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,AS,DB,,PLM,0.129,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,CA,DB,,AAF,0.29,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,CD,DB,,PLM,0.0411,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,CL,DB,,IC,0.644,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,CO,DB,,PLM,0.019,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,COND,DB,,CN,1.86,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,CR,DB,,PLM,0.115,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,CU,DB,,PLM,0.578,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,DOC,DB,,,2.549,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,FE,DB,,PLM,0.0133,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,HG,DB,,AFC,2.8,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,HGM,DB,,AFC,110,ng/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,K,DB,,AAF,0.112,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,MG,DB,,AAF,0.063,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,MN,DB,,PLM,0.003,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,MO,DB,,PLM,0.02,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,,DB,,AAF,0.36,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,NH4N,DB,,SP,0.597,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,NI,DB,,PLM,0.157,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,NO3N,DB,,IC,0.613,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,NTOT,DB,,IC,1.232,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,PB,DB,,PLM,0.884,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,PH,DB,,TIE,4.84,,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,PREC,DB,,,24.915,mm,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,PTOT,DB,,SP,0.007,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,SE,DB,,PLM,0.14,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,SO4S,DB,,IC,0.412,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,V,DB,,PLM,0.22,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201803,1,ZN,DB,,PLM,6.66,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,AL,DB,,PLM,0.0272,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,AS,DB,,PLM,0.136,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,CA,DB,,AAF,0.374,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,CD,DB,,PLM,0.0342,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,CL,DB,,IC,0.73,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,CO,DB,,PLM,0.039,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,COND,DB,,CN,2.07,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,CR,DB,,PLM,0.192,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,CU,DB,,PLM,0.808,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,DOC,DB,,,6.632,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,FE,DB,,PLM,0.0101,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,HG,DB,,AFC,8.0978,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,HGM,DB,,AFC,380,ng/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,K,DB,,AAF,0.136,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,MG,DB,,AAF,0.097,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,MN,DB,,PLM,0.0052,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,MO,DB,,PLM,0.03,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,,DB,,AAF,0.468,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,NH4N,DB,,SP,1.288,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,NI,DB,,PLM,0.221,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,NO3N,DB,,IC,0.747,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,NTOT,DB,,IC,2.378,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,PB,DB,,PLM,0.326,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,PH,DB,,TIE,5.83,,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,PREC,DB,,,22.102,mm,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,PTOT,DB,,SP,0.0015,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,SE,DB,,PLM,0.21,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,SO4S,DB,,IC,0.462,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,V,DB,,PLM,0.276,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201804,1,ZN,DB,,PLM,5.53,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201805,1,CA,DB,,AAF,1.144,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201805,1,CL,DB,,IC,0.697,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201805,1,COND,DB,,CN,3.71,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201805,1,DOC,DB,,,13.797,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201805,1,K,DB,,AAF,1.03,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201805,1,MG,DB,,AAF,0.238,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201805,1,,DB,,AAF,0.525,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201805,1,NH4N,DB,,SP,2.218,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201805,1,NO3N,DB,,IC,0.852,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201805,1,NTOT,DB,,IC,3.486,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201805,1,PH,DB,,TIE,6.49,,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201805,1,PREC,DB,,,4.0185,mm,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201805,1,PTOT,DB,,SP,0.115,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201805,1,SO4S,DB,,IC,1.065,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,AL,DB,,PLM,0.0323,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,AS,DB,,PLM,0.108,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,CA,DB,,AAF,0.266,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,CD,DB,,PLM,0.0181,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,CL,DB,,IC,0.622,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,CO,DB,,PLM,0.028,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,COND,DB,,CN,1.61,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,CR,DB,,PLM,0.277,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,CU,DB,,PLM,1.22,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,DOC,DB,,,13.334,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,FE,DB,,PLM,0.0138,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,HG,DB,,AFC,8.9461,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,HGM,DB,,AFC,220,ng/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,K,DB,,AAF,0.158,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,MG,DB,,AAF,0.082,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,MN,DB,,PLM,0.005,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,MO,DB,,PLM,0.04,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,,DB,,AAF,0.38,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,NH4N,DB,,SP,0.642,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,NI,DB,,PLM,0.24,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,NO3N,DB,,IC,0.366,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,NTOT,DB,,IC,1.403,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,PB,DB,,PLM,0.404,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,PH,DB,,TIE,5.17,,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,PREC,DB,,,22.9057,mm,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,PTOT,DB,,SP,0.0015,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,SE,DB,,PLM,0.12,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,SO4S,DB,,IC,0.264,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,V,DB,,PLM,0.174,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201806,1,ZN,DB,,PLM,6.86,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201807,1,CA,DB,,AAF,0.906,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201807,1,CL,DB,,IC,0.724,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201807,1,COND,DB,,CN,3.37,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201807,1,DOC,DB,,,40.418,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201807,1,K,DB,,AAF,0.277,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201807,1,MG,DB,,AAF,0.209,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201807,1,,DB,,AAF,0.583,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201807,1,NH4N,DB,,SP,0.751,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201807,1,NO3N,DB,,IC,0.489,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201807,1,NTOT,DB,,IC,2.127,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201807,1,PH,DB,,TIE,4.48,,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201807,1,PREC,DB,,,10.0464,mm,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201807,1,PTOT,DB,,SP,0.0015,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201807,1,SO4S,DB,,IC,0.504,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,AL,DB,,PLM,0.028,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,AS,DB,,PLM,0.077,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,CA,DB,,AAF,0.174,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,CD,DB,,PLM,0.0162,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,CL,DB,,IC,0.414,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,CO,DB,,PLM,0.02,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,COND,DB,,CN,1.48,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,CR,DB,,PLM,0.2,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,CU,DB,,PLM,0.793,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,DOC,DB,,,11.102,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,FE,DB,,PLM,0.0189,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,HG,DB,,AFC,5.9097,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,HGM,DB,,AFC,160,ng/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,K,DB,,AAF,0.074,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,MG,DB,,AAF,0.06,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,MN,DB,,PLM,0.0033,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,MO,DB,,PLM,0.01,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,,DB,,AAF,0.248,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,NH4N,DB,,SP,0.493,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,NI,DB,,PLM,0.134,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,NO3N,DB,,IC,0.291,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,NTOT,DB,,IC,0.981,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,PB,DB,,PLM,0.494,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,PH,DB,,TIE,4.9,,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,PREC,DB,,,84.3895,mm,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,PTOT,DB,,SP,0.0015,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,SE,DB,,PLM,0.1,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,SO4S,DB,,IC,0.236,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,V,DB,,PLM,0.156,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201808,1,ZN,DB,,PLM,4.6,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201809,1,AL,DB,,PLM,0.0238,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201809,1,AS,DB,,PLM,0.102,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201809,1,CA,DB,,AAF,0.282,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201809,1,CD,DB,,PLM,0.0262,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201809,1,CL,DB,,IC,3.117,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201809,1,CO,DB,,PLM,0.028,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201809,1,COND,DB,,CN,2.42,mS/m,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201809,1,CR,DB,,PLM,0.118,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201809,1,CU,DB,,PLM,0.626,µg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201809,1,DOC,DB,,,7.239,mg/l,,
CHEM,Sweden,PC,SE14,IV,0176,BULK,PC,150,201809,1,FE,DB,,PLM,0.0182,µg/l,,
